"coverage","concat.pos","chr","chr.pos","Id"
9659,159,"PB2",159,"4_5_1"
9594,160,"PB2",160,"4_5_1"
9356,161,"PB2",161,"4_5_1"
9552,162,"PB2",162,"4_5_1"
10125,163,"PB2",163,"4_5_1"
10280,164,"PB2",164,"4_5_1"
10340,165,"PB2",165,"4_5_1"
10518,166,"PB2",166,"4_5_1"
10497,167,"PB2",167,"4_5_1"
10772,168,"PB2",168,"4_5_1"
11049,169,"PB2",169,"4_5_1"
11126,170,"PB2",170,"4_5_1"
11186,171,"PB2",171,"4_5_1"
11106,172,"PB2",172,"4_5_1"
11300,173,"PB2",173,"4_5_1"
11451,174,"PB2",174,"4_5_1"
11588,175,"PB2",175,"4_5_1"
11532,176,"PB2",176,"4_5_1"
11821,177,"PB2",177,"4_5_1"
11965,178,"PB2",178,"4_5_1"
12065,179,"PB2",179,"4_5_1"
12182,180,"PB2",180,"4_5_1"
12055,181,"PB2",181,"4_5_1"
12270,182,"PB2",182,"4_5_1"
12748,183,"PB2",183,"4_5_1"
12872,184,"PB2",184,"4_5_1"
12645,185,"PB2",185,"4_5_1"
13059,186,"PB2",186,"4_5_1"
13363,187,"PB2",187,"4_5_1"
13501,188,"PB2",188,"4_5_1"
13659,189,"PB2",189,"4_5_1"
13511,190,"PB2",190,"4_5_1"
13855,191,"PB2",191,"4_5_1"
13449,192,"PB2",192,"4_5_1"
13519,193,"PB2",193,"4_5_1"
13760,194,"PB2",194,"4_5_1"
14278,195,"PB2",195,"4_5_1"
14393,196,"PB2",196,"4_5_1"
14216,197,"PB2",197,"4_5_1"
14339,198,"PB2",198,"4_5_1"
14899,199,"PB2",199,"4_5_1"
14852,200,"PB2",200,"4_5_1"
15110,201,"PB2",201,"4_5_1"
15006,202,"PB2",202,"4_5_1"
14980,203,"PB2",203,"4_5_1"
15458,204,"PB2",204,"4_5_1"
15407,205,"PB2",205,"4_5_1"
15519,206,"PB2",206,"4_5_1"
15407,207,"PB2",207,"4_5_1"
15751,208,"PB2",208,"4_5_1"
15793,209,"PB2",209,"4_5_1"
16040,210,"PB2",210,"4_5_1"
15517,211,"PB2",211,"4_5_1"
16166,212,"PB2",212,"4_5_1"
16315,213,"PB2",213,"4_5_1"
16180,214,"PB2",214,"4_5_1"
16035,215,"PB2",215,"4_5_1"
16927,216,"PB2",216,"4_5_1"
17098,217,"PB2",217,"4_5_1"
16737,218,"PB2",218,"4_5_1"
16992,219,"PB2",219,"4_5_1"
17037,220,"PB2",220,"4_5_1"
17006,221,"PB2",221,"4_5_1"
17265,222,"PB2",222,"4_5_1"
17556,223,"PB2",223,"4_5_1"
17453,224,"PB2",224,"4_5_1"
17919,225,"PB2",225,"4_5_1"
17922,226,"PB2",226,"4_5_1"
17686,227,"PB2",227,"4_5_1"
17614,228,"PB2",228,"4_5_1"
17479,229,"PB2",229,"4_5_1"
17777,230,"PB2",230,"4_5_1"
17694,231,"PB2",231,"4_5_1"
18630,232,"PB2",232,"4_5_1"
18572,233,"PB2",233,"4_5_1"
18968,234,"PB2",234,"4_5_1"
19074,235,"PB2",235,"4_5_1"
19340,236,"PB2",236,"4_5_1"
19227,237,"PB2",237,"4_5_1"
19609,238,"PB2",238,"4_5_1"
19869,239,"PB2",239,"4_5_1"
19342,240,"PB2",240,"4_5_1"
19717,241,"PB2",241,"4_5_1"
19899,242,"PB2",242,"4_5_1"
20020,243,"PB2",243,"4_5_1"
19988,244,"PB2",244,"4_5_1"
20536,245,"PB2",245,"4_5_1"
20488,246,"PB2",246,"4_5_1"
20358,247,"PB2",247,"4_5_1"
20322,248,"PB2",248,"4_5_1"
20681,249,"PB2",249,"4_5_1"
20660,250,"PB2",250,"4_5_1"
21253,251,"PB2",251,"4_5_1"
21224,252,"PB2",252,"4_5_1"
21340,253,"PB2",253,"4_5_1"
21364,254,"PB2",254,"4_5_1"
20345,255,"PB2",255,"4_5_1"
19644,256,"PB2",256,"4_5_1"
20427,257,"PB2",257,"4_5_1"
21319,258,"PB2",258,"4_5_1"
21070,259,"PB2",259,"4_5_1"
21721,260,"PB2",260,"4_5_1"
21781,261,"PB2",261,"4_5_1"
22025,262,"PB2",262,"4_5_1"
22153,263,"PB2",263,"4_5_1"
20712,264,"PB2",264,"4_5_1"
22329,265,"PB2",265,"4_5_1"
22520,266,"PB2",266,"4_5_1"
22719,267,"PB2",267,"4_5_1"
22875,268,"PB2",268,"4_5_1"
22285,269,"PB2",269,"4_5_1"
22691,270,"PB2",270,"4_5_1"
23008,271,"PB2",271,"4_5_1"
22981,272,"PB2",272,"4_5_1"
22623,273,"PB2",273,"4_5_1"
22794,274,"PB2",274,"4_5_1"
22574,275,"PB2",275,"4_5_1"
22734,276,"PB2",276,"4_5_1"
22605,277,"PB2",277,"4_5_1"
22202,278,"PB2",278,"4_5_1"
22687,279,"PB2",279,"4_5_1"
23180,280,"PB2",280,"4_5_1"
23049,281,"PB2",281,"4_5_1"
23442,282,"PB2",282,"4_5_1"
22487,283,"PB2",283,"4_5_1"
23142,284,"PB2",284,"4_5_1"
24082,285,"PB2",285,"4_5_1"
23778,286,"PB2",286,"4_5_1"
23976,287,"PB2",287,"4_5_1"
23661,288,"PB2",288,"4_5_1"
23771,289,"PB2",289,"4_5_1"
23539,290,"PB2",290,"4_5_1"
23363,291,"PB2",291,"4_5_1"
23898,292,"PB2",292,"4_5_1"
22907,293,"PB2",293,"4_5_1"
23811,294,"PB2",294,"4_5_1"
23572,295,"PB2",295,"4_5_1"
23518,296,"PB2",296,"4_5_1"
23769,297,"PB2",297,"4_5_1"
24080,298,"PB2",298,"4_5_1"
24073,299,"PB2",299,"4_5_1"
24486,300,"PB2",300,"4_5_1"
24041,301,"PB2",301,"4_5_1"
23926,302,"PB2",302,"4_5_1"
24139,303,"PB2",303,"4_5_1"
24088,304,"PB2",304,"4_5_1"
24377,305,"PB2",305,"4_5_1"
23801,306,"PB2",306,"4_5_1"
24319,307,"PB2",307,"4_5_1"
24422,308,"PB2",308,"4_5_1"
24474,309,"PB2",309,"4_5_1"
24246,310,"PB2",310,"4_5_1"
24397,311,"PB2",311,"4_5_1"
24504,312,"PB2",312,"4_5_1"
24502,313,"PB2",313,"4_5_1"
24584,314,"PB2",314,"4_5_1"
24472,315,"PB2",315,"4_5_1"
24706,316,"PB2",316,"4_5_1"
24116,317,"PB2",317,"4_5_1"
24736,318,"PB2",318,"4_5_1"
23810,319,"PB2",319,"4_5_1"
24511,320,"PB2",320,"4_5_1"
24761,321,"PB2",321,"4_5_1"
22617,322,"PB2",322,"4_5_1"
24035,323,"PB2",323,"4_5_1"
24296,324,"PB2",324,"4_5_1"
24193,325,"PB2",325,"4_5_1"
24954,326,"PB2",326,"4_5_1"
24330,327,"PB2",327,"4_5_1"
25530,328,"PB2",328,"4_5_1"
25425,329,"PB2",329,"4_5_1"
25240,330,"PB2",330,"4_5_1"
25175,331,"PB2",331,"4_5_1"
25438,332,"PB2",332,"4_5_1"
25411,333,"PB2",333,"4_5_1"
25144,334,"PB2",334,"4_5_1"
25072,335,"PB2",335,"4_5_1"
25370,336,"PB2",336,"4_5_1"
24721,337,"PB2",337,"4_5_1"
24951,338,"PB2",338,"4_5_1"
25715,339,"PB2",339,"4_5_1"
25758,340,"PB2",340,"4_5_1"
25288,341,"PB2",341,"4_5_1"
25413,342,"PB2",342,"4_5_1"
25864,343,"PB2",343,"4_5_1"
25509,344,"PB2",344,"4_5_1"
26205,345,"PB2",345,"4_5_1"
26040,346,"PB2",346,"4_5_1"
25920,347,"PB2",347,"4_5_1"
25877,348,"PB2",348,"4_5_1"
26158,349,"PB2",349,"4_5_1"
25707,350,"PB2",350,"4_5_1"
26047,351,"PB2",351,"4_5_1"
26003,352,"PB2",352,"4_5_1"
25522,353,"PB2",353,"4_5_1"
25501,354,"PB2",354,"4_5_1"
25633,355,"PB2",355,"4_5_1"
26183,356,"PB2",356,"4_5_1"
25915,357,"PB2",357,"4_5_1"
25821,358,"PB2",358,"4_5_1"
26312,359,"PB2",359,"4_5_1"
25689,360,"PB2",360,"4_5_1"
25275,361,"PB2",361,"4_5_1"
25324,362,"PB2",362,"4_5_1"
26381,363,"PB2",363,"4_5_1"
26326,364,"PB2",364,"4_5_1"
26181,365,"PB2",365,"4_5_1"
26355,366,"PB2",366,"4_5_1"
26616,367,"PB2",367,"4_5_1"
26306,368,"PB2",368,"4_5_1"
26589,369,"PB2",369,"4_5_1"
26866,370,"PB2",370,"4_5_1"
26890,371,"PB2",371,"4_5_1"
26719,372,"PB2",372,"4_5_1"
27058,373,"PB2",373,"4_5_1"
26907,374,"PB2",374,"4_5_1"
26629,375,"PB2",375,"4_5_1"
26832,376,"PB2",376,"4_5_1"
27014,377,"PB2",377,"4_5_1"
26822,378,"PB2",378,"4_5_1"
27146,379,"PB2",379,"4_5_1"
27354,380,"PB2",380,"4_5_1"
27001,381,"PB2",381,"4_5_1"
26590,382,"PB2",382,"4_5_1"
26591,383,"PB2",383,"4_5_1"
26915,384,"PB2",384,"4_5_1"
27221,385,"PB2",385,"4_5_1"
27432,386,"PB2",386,"4_5_1"
28112,387,"PB2",387,"4_5_1"
28134,388,"PB2",388,"4_5_1"
28062,389,"PB2",389,"4_5_1"
28356,390,"PB2",390,"4_5_1"
27857,391,"PB2",391,"4_5_1"
27615,392,"PB2",392,"4_5_1"
27769,393,"PB2",393,"4_5_1"
27975,394,"PB2",394,"4_5_1"
28569,395,"PB2",395,"4_5_1"
28781,396,"PB2",396,"4_5_1"
28542,397,"PB2",397,"4_5_1"
28272,398,"PB2",398,"4_5_1"
28407,399,"PB2",399,"4_5_1"
28335,400,"PB2",400,"4_5_1"
28658,401,"PB2",401,"4_5_1"
29646,402,"PB2",402,"4_5_1"
29518,403,"PB2",403,"4_5_1"
29521,404,"PB2",404,"4_5_1"
29750,405,"PB2",405,"4_5_1"
29552,406,"PB2",406,"4_5_1"
29881,407,"PB2",407,"4_5_1"
29719,408,"PB2",408,"4_5_1"
29609,409,"PB2",409,"4_5_1"
29323,410,"PB2",410,"4_5_1"
29378,411,"PB2",411,"4_5_1"
29369,412,"PB2",412,"4_5_1"
29803,413,"PB2",413,"4_5_1"
29804,414,"PB2",414,"4_5_1"
29792,415,"PB2",415,"4_5_1"
29977,416,"PB2",416,"4_5_1"
29985,417,"PB2",417,"4_5_1"
29327,418,"PB2",418,"4_5_1"
28902,419,"PB2",419,"4_5_1"
29051,420,"PB2",420,"4_5_1"
28883,421,"PB2",421,"4_5_1"
29696,422,"PB2",422,"4_5_1"
29801,423,"PB2",423,"4_5_1"
30025,424,"PB2",424,"4_5_1"
29680,425,"PB2",425,"4_5_1"
29746,426,"PB2",426,"4_5_1"
30224,427,"PB2",427,"4_5_1"
30632,428,"PB2",428,"4_5_1"
30496,429,"PB2",429,"4_5_1"
29912,430,"PB2",430,"4_5_1"
29846,431,"PB2",431,"4_5_1"
30346,432,"PB2",432,"4_5_1"
31055,433,"PB2",433,"4_5_1"
30533,434,"PB2",434,"4_5_1"
30891,435,"PB2",435,"4_5_1"
30891,436,"PB2",436,"4_5_1"
30854,437,"PB2",437,"4_5_1"
30417,438,"PB2",438,"4_5_1"
30213,439,"PB2",439,"4_5_1"
31037,440,"PB2",440,"4_5_1"
31117,441,"PB2",441,"4_5_1"
30908,442,"PB2",442,"4_5_1"
29669,443,"PB2",443,"4_5_1"
30665,444,"PB2",444,"4_5_1"
31997,445,"PB2",445,"4_5_1"
31964,446,"PB2",446,"4_5_1"
31805,447,"PB2",447,"4_5_1"
31917,448,"PB2",448,"4_5_1"
31723,449,"PB2",449,"4_5_1"
32181,450,"PB2",450,"4_5_1"
31808,451,"PB2",451,"4_5_1"
31361,452,"PB2",452,"4_5_1"
30598,453,"PB2",453,"4_5_1"
31078,454,"PB2",454,"4_5_1"
31101,455,"PB2",455,"4_5_1"
31684,456,"PB2",456,"4_5_1"
32184,457,"PB2",457,"4_5_1"
31702,458,"PB2",458,"4_5_1"
31831,459,"PB2",459,"4_5_1"
32246,460,"PB2",460,"4_5_1"
30343,461,"PB2",461,"4_5_1"
31628,462,"PB2",462,"4_5_1"
31831,463,"PB2",463,"4_5_1"
32806,464,"PB2",464,"4_5_1"
32337,465,"PB2",465,"4_5_1"
33160,466,"PB2",466,"4_5_1"
32687,467,"PB2",467,"4_5_1"
32999,468,"PB2",468,"4_5_1"
32695,469,"PB2",469,"4_5_1"
32548,470,"PB2",470,"4_5_1"
32008,471,"PB2",471,"4_5_1"
32270,472,"PB2",472,"4_5_1"
32361,473,"PB2",473,"4_5_1"
32522,474,"PB2",474,"4_5_1"
32483,475,"PB2",475,"4_5_1"
32504,476,"PB2",476,"4_5_1"
32502,477,"PB2",477,"4_5_1"
32593,478,"PB2",478,"4_5_1"
33211,479,"PB2",479,"4_5_1"
33031,480,"PB2",480,"4_5_1"
32873,481,"PB2",481,"4_5_1"
32661,482,"PB2",482,"4_5_1"
33494,483,"PB2",483,"4_5_1"
33183,484,"PB2",484,"4_5_1"
32882,485,"PB2",485,"4_5_1"
32508,486,"PB2",486,"4_5_1"
32631,487,"PB2",487,"4_5_1"
32383,488,"PB2",488,"4_5_1"
32779,489,"PB2",489,"4_5_1"
33636,490,"PB2",490,"4_5_1"
32815,491,"PB2",491,"4_5_1"
32236,492,"PB2",492,"4_5_1"
32342,493,"PB2",493,"4_5_1"
31061,494,"PB2",494,"4_5_1"
31476,495,"PB2",495,"4_5_1"
32795,496,"PB2",496,"4_5_1"
32653,497,"PB2",497,"4_5_1"
32607,498,"PB2",498,"4_5_1"
32503,499,"PB2",499,"4_5_1"
32061,500,"PB2",500,"4_5_1"
32271,501,"PB2",501,"4_5_1"
32232,502,"PB2",502,"4_5_1"
31876,503,"PB2",503,"4_5_1"
32928,504,"PB2",504,"4_5_1"
32295,505,"PB2",505,"4_5_1"
33357,506,"PB2",506,"4_5_1"
33151,507,"PB2",507,"4_5_1"
32996,508,"PB2",508,"4_5_1"
32840,509,"PB2",509,"4_5_1"
32245,510,"PB2",510,"4_5_1"
33125,511,"PB2",511,"4_5_1"
33218,512,"PB2",512,"4_5_1"
33122,513,"PB2",513,"4_5_1"
32798,514,"PB2",514,"4_5_1"
31670,515,"PB2",515,"4_5_1"
32140,516,"PB2",516,"4_5_1"
32827,517,"PB2",517,"4_5_1"
32174,518,"PB2",518,"4_5_1"
32641,519,"PB2",519,"4_5_1"
32616,520,"PB2",520,"4_5_1"
32017,521,"PB2",521,"4_5_1"
32438,522,"PB2",522,"4_5_1"
32743,523,"PB2",523,"4_5_1"
31747,524,"PB2",524,"4_5_1"
32042,525,"PB2",525,"4_5_1"
32546,526,"PB2",526,"4_5_1"
32244,527,"PB2",527,"4_5_1"
31973,528,"PB2",528,"4_5_1"
31882,529,"PB2",529,"4_5_1"
31254,530,"PB2",530,"4_5_1"
31077,531,"PB2",531,"4_5_1"
30678,532,"PB2",532,"4_5_1"
30877,533,"PB2",533,"4_5_1"
31629,534,"PB2",534,"4_5_1"
32132,535,"PB2",535,"4_5_1"
32074,536,"PB2",536,"4_5_1"
31815,537,"PB2",537,"4_5_1"
32121,538,"PB2",538,"4_5_1"
31586,539,"PB2",539,"4_5_1"
31605,540,"PB2",540,"4_5_1"
32058,541,"PB2",541,"4_5_1"
31281,542,"PB2",542,"4_5_1"
31790,543,"PB2",543,"4_5_1"
31987,544,"PB2",544,"4_5_1"
32023,545,"PB2",545,"4_5_1"
31475,546,"PB2",546,"4_5_1"
31947,547,"PB2",547,"4_5_1"
30277,548,"PB2",548,"4_5_1"
31116,549,"PB2",549,"4_5_1"
32609,550,"PB2",550,"4_5_1"
32310,551,"PB2",551,"4_5_1"
32225,552,"PB2",552,"4_5_1"
32277,553,"PB2",553,"4_5_1"
31946,554,"PB2",554,"4_5_1"
32953,555,"PB2",555,"4_5_1"
32308,556,"PB2",556,"4_5_1"
32740,557,"PB2",557,"4_5_1"
32811,558,"PB2",558,"4_5_1"
32884,559,"PB2",559,"4_5_1"
32183,560,"PB2",560,"4_5_1"
31884,561,"PB2",561,"4_5_1"
30685,562,"PB2",562,"4_5_1"
32017,563,"PB2",563,"4_5_1"
31972,564,"PB2",564,"4_5_1"
31921,565,"PB2",565,"4_5_1"
32327,566,"PB2",566,"4_5_1"
32372,567,"PB2",567,"4_5_1"
31366,568,"PB2",568,"4_5_1"
32082,569,"PB2",569,"4_5_1"
32371,570,"PB2",570,"4_5_1"
32122,571,"PB2",571,"4_5_1"
32744,572,"PB2",572,"4_5_1"
33081,573,"PB2",573,"4_5_1"
32115,574,"PB2",574,"4_5_1"
32511,575,"PB2",575,"4_5_1"
32652,576,"PB2",576,"4_5_1"
33058,577,"PB2",577,"4_5_1"
32955,578,"PB2",578,"4_5_1"
32653,579,"PB2",579,"4_5_1"
32639,580,"PB2",580,"4_5_1"
32528,581,"PB2",581,"4_5_1"
33003,582,"PB2",582,"4_5_1"
33002,583,"PB2",583,"4_5_1"
32531,584,"PB2",584,"4_5_1"
32519,585,"PB2",585,"4_5_1"
33076,586,"PB2",586,"4_5_1"
32817,587,"PB2",587,"4_5_1"
33072,588,"PB2",588,"4_5_1"
33574,589,"PB2",589,"4_5_1"
33129,590,"PB2",590,"4_5_1"
33730,591,"PB2",591,"4_5_1"
33427,592,"PB2",592,"4_5_1"
34021,593,"PB2",593,"4_5_1"
33881,594,"PB2",594,"4_5_1"
33792,595,"PB2",595,"4_5_1"
33888,596,"PB2",596,"4_5_1"
34404,597,"PB2",597,"4_5_1"
34419,598,"PB2",598,"4_5_1"
34593,599,"PB2",599,"4_5_1"
34779,600,"PB2",600,"4_5_1"
34413,601,"PB2",601,"4_5_1"
33931,602,"PB2",602,"4_5_1"
32785,603,"PB2",603,"4_5_1"
34545,604,"PB2",604,"4_5_1"
32838,605,"PB2",605,"4_5_1"
34067,606,"PB2",606,"4_5_1"
34447,607,"PB2",607,"4_5_1"
35174,608,"PB2",608,"4_5_1"
34740,609,"PB2",609,"4_5_1"
34398,610,"PB2",610,"4_5_1"
34636,611,"PB2",611,"4_5_1"
33537,612,"PB2",612,"4_5_1"
34565,613,"PB2",613,"4_5_1"
34606,614,"PB2",614,"4_5_1"
34608,615,"PB2",615,"4_5_1"
35714,616,"PB2",616,"4_5_1"
35688,617,"PB2",617,"4_5_1"
35467,618,"PB2",618,"4_5_1"
35257,619,"PB2",619,"4_5_1"
35283,620,"PB2",620,"4_5_1"
35271,621,"PB2",621,"4_5_1"
35058,622,"PB2",622,"4_5_1"
35263,623,"PB2",623,"4_5_1"
35123,624,"PB2",624,"4_5_1"
35097,625,"PB2",625,"4_5_1"
35068,626,"PB2",626,"4_5_1"
34182,627,"PB2",627,"4_5_1"
35413,628,"PB2",628,"4_5_1"
35048,629,"PB2",629,"4_5_1"
35485,630,"PB2",630,"4_5_1"
35061,631,"PB2",631,"4_5_1"
35228,632,"PB2",632,"4_5_1"
35188,633,"PB2",633,"4_5_1"
35119,634,"PB2",634,"4_5_1"
34986,635,"PB2",635,"4_5_1"
35292,636,"PB2",636,"4_5_1"
34943,637,"PB2",637,"4_5_1"
35054,638,"PB2",638,"4_5_1"
35560,639,"PB2",639,"4_5_1"
34885,640,"PB2",640,"4_5_1"
35673,641,"PB2",641,"4_5_1"
35150,642,"PB2",642,"4_5_1"
34868,643,"PB2",643,"4_5_1"
34141,644,"PB2",644,"4_5_1"
35372,645,"PB2",645,"4_5_1"
34313,646,"PB2",646,"4_5_1"
34363,647,"PB2",647,"4_5_1"
35295,648,"PB2",648,"4_5_1"
35345,649,"PB2",649,"4_5_1"
35094,650,"PB2",650,"4_5_1"
35864,651,"PB2",651,"4_5_1"
35500,652,"PB2",652,"4_5_1"
35637,653,"PB2",653,"4_5_1"
35903,654,"PB2",654,"4_5_1"
35823,655,"PB2",655,"4_5_1"
35497,656,"PB2",656,"4_5_1"
36196,657,"PB2",657,"4_5_1"
35929,658,"PB2",658,"4_5_1"
35720,659,"PB2",659,"4_5_1"
35669,660,"PB2",660,"4_5_1"
35675,661,"PB2",661,"4_5_1"
34900,662,"PB2",662,"4_5_1"
35021,663,"PB2",663,"4_5_1"
35330,664,"PB2",664,"4_5_1"
35689,665,"PB2",665,"4_5_1"
35203,666,"PB2",666,"4_5_1"
36337,667,"PB2",667,"4_5_1"
36784,668,"PB2",668,"4_5_1"
35944,669,"PB2",669,"4_5_1"
36410,670,"PB2",670,"4_5_1"
37011,671,"PB2",671,"4_5_1"
36930,672,"PB2",672,"4_5_1"
36173,673,"PB2",673,"4_5_1"
36871,674,"PB2",674,"4_5_1"
36473,675,"PB2",675,"4_5_1"
36193,676,"PB2",676,"4_5_1"
35598,677,"PB2",677,"4_5_1"
36360,678,"PB2",678,"4_5_1"
36785,679,"PB2",679,"4_5_1"
36287,680,"PB2",680,"4_5_1"
36570,681,"PB2",681,"4_5_1"
36528,682,"PB2",682,"4_5_1"
36856,683,"PB2",683,"4_5_1"
36850,684,"PB2",684,"4_5_1"
37371,685,"PB2",685,"4_5_1"
36316,686,"PB2",686,"4_5_1"
37254,687,"PB2",687,"4_5_1"
37378,688,"PB2",688,"4_5_1"
36297,689,"PB2",689,"4_5_1"
36271,690,"PB2",690,"4_5_1"
37420,691,"PB2",691,"4_5_1"
37416,692,"PB2",692,"4_5_1"
34971,693,"PB2",693,"4_5_1"
37188,694,"PB2",694,"4_5_1"
37436,695,"PB2",695,"4_5_1"
37304,696,"PB2",696,"4_5_1"
37615,697,"PB2",697,"4_5_1"
