"coverage","concat.pos","chr","chr.pos","Id"
7980,218,"HA",218,"Covaris_5"
8072,219,"HA",219,"Covaris_5"
8099,220,"HA",220,"Covaris_5"
8196,221,"HA",221,"Covaris_5"
8351,222,"HA",222,"Covaris_5"
8340,223,"HA",223,"Covaris_5"
8458,224,"HA",224,"Covaris_5"
8544,225,"HA",225,"Covaris_5"
8550,226,"HA",226,"Covaris_5"
8596,227,"HA",227,"Covaris_5"
8697,228,"HA",228,"Covaris_5"
8779,229,"HA",229,"Covaris_5"
8795,230,"HA",230,"Covaris_5"
9023,231,"HA",231,"Covaris_5"
9017,232,"HA",232,"Covaris_5"
9167,233,"HA",233,"Covaris_5"
9348,234,"HA",234,"Covaris_5"
9412,235,"HA",235,"Covaris_5"
9497,236,"HA",236,"Covaris_5"
9383,237,"HA",237,"Covaris_5"
9626,238,"HA",238,"Covaris_5"
9776,239,"HA",239,"Covaris_5"
9822,240,"HA",240,"Covaris_5"
9866,241,"HA",241,"Covaris_5"
9962,242,"HA",242,"Covaris_5"
10044,243,"HA",243,"Covaris_5"
10143,244,"HA",244,"Covaris_5"
10318,245,"HA",245,"Covaris_5"
10413,246,"HA",246,"Covaris_5"
10567,247,"HA",247,"Covaris_5"
10446,248,"HA",248,"Covaris_5"
10783,249,"HA",249,"Covaris_5"
10822,250,"HA",250,"Covaris_5"
10914,251,"HA",251,"Covaris_5"
11013,252,"HA",252,"Covaris_5"
11003,253,"HA",253,"Covaris_5"
11198,254,"HA",254,"Covaris_5"
11174,255,"HA",255,"Covaris_5"
11221,256,"HA",256,"Covaris_5"
11494,257,"HA",257,"Covaris_5"
11576,258,"HA",258,"Covaris_5"
11467,259,"HA",259,"Covaris_5"
11313,260,"HA",260,"Covaris_5"
11260,261,"HA",261,"Covaris_5"
11404,262,"HA",262,"Covaris_5"
11506,263,"HA",263,"Covaris_5"
11513,264,"HA",264,"Covaris_5"
11570,265,"HA",265,"Covaris_5"
11746,266,"HA",266,"Covaris_5"
11776,267,"HA",267,"Covaris_5"
12048,268,"HA",268,"Covaris_5"
12199,269,"HA",269,"Covaris_5"
12270,270,"HA",270,"Covaris_5"
12348,271,"HA",271,"Covaris_5"
12421,272,"HA",272,"Covaris_5"
12613,273,"HA",273,"Covaris_5"
12668,274,"HA",274,"Covaris_5"
12659,275,"HA",275,"Covaris_5"
12915,276,"HA",276,"Covaris_5"
12994,277,"HA",277,"Covaris_5"
13095,278,"HA",278,"Covaris_5"
13179,279,"HA",279,"Covaris_5"
13275,280,"HA",280,"Covaris_5"
13333,281,"HA",281,"Covaris_5"
13261,282,"HA",282,"Covaris_5"
13425,283,"HA",283,"Covaris_5"
13545,284,"HA",284,"Covaris_5"
13674,285,"HA",285,"Covaris_5"
13774,286,"HA",286,"Covaris_5"
13924,287,"HA",287,"Covaris_5"
13996,288,"HA",288,"Covaris_5"
14066,289,"HA",289,"Covaris_5"
14103,290,"HA",290,"Covaris_5"
14356,291,"HA",291,"Covaris_5"
14359,292,"HA",292,"Covaris_5"
14530,293,"HA",293,"Covaris_5"
14614,294,"HA",294,"Covaris_5"
14674,295,"HA",295,"Covaris_5"
14820,296,"HA",296,"Covaris_5"
15019,297,"HA",297,"Covaris_5"
15142,298,"HA",298,"Covaris_5"
15248,299,"HA",299,"Covaris_5"
15319,300,"HA",300,"Covaris_5"
15237,301,"HA",301,"Covaris_5"
15546,302,"HA",302,"Covaris_5"
15565,303,"HA",303,"Covaris_5"
15744,304,"HA",304,"Covaris_5"
15751,305,"HA",305,"Covaris_5"
15847,306,"HA",306,"Covaris_5"
16050,307,"HA",307,"Covaris_5"
16159,308,"HA",308,"Covaris_5"
16196,309,"HA",309,"Covaris_5"
16282,310,"HA",310,"Covaris_5"
16386,311,"HA",311,"Covaris_5"
16338,312,"HA",312,"Covaris_5"
16546,313,"HA",313,"Covaris_5"
16630,314,"HA",314,"Covaris_5"
16757,315,"HA",315,"Covaris_5"
16880,316,"HA",316,"Covaris_5"
17095,317,"HA",317,"Covaris_5"
17206,318,"HA",318,"Covaris_5"
17127,319,"HA",319,"Covaris_5"
17373,320,"HA",320,"Covaris_5"
17504,321,"HA",321,"Covaris_5"
17447,322,"HA",322,"Covaris_5"
17780,323,"HA",323,"Covaris_5"
17808,324,"HA",324,"Covaris_5"
17945,325,"HA",325,"Covaris_5"
17978,326,"HA",326,"Covaris_5"
18022,327,"HA",327,"Covaris_5"
18183,328,"HA",328,"Covaris_5"
17970,329,"HA",329,"Covaris_5"
18404,330,"HA",330,"Covaris_5"
18543,331,"HA",331,"Covaris_5"
18724,332,"HA",332,"Covaris_5"
18703,333,"HA",333,"Covaris_5"
18561,334,"HA",334,"Covaris_5"
18831,335,"HA",335,"Covaris_5"
18614,336,"HA",336,"Covaris_5"
19108,337,"HA",337,"Covaris_5"
19082,338,"HA",338,"Covaris_5"
19411,339,"HA",339,"Covaris_5"
19468,340,"HA",340,"Covaris_5"
19698,341,"HA",341,"Covaris_5"
19833,342,"HA",342,"Covaris_5"
19885,343,"HA",343,"Covaris_5"
19918,344,"HA",344,"Covaris_5"
20148,345,"HA",345,"Covaris_5"
20239,346,"HA",346,"Covaris_5"
20340,347,"HA",347,"Covaris_5"
20420,348,"HA",348,"Covaris_5"
20397,349,"HA",349,"Covaris_5"
20651,350,"HA",350,"Covaris_5"
20690,351,"HA",351,"Covaris_5"
20916,352,"HA",352,"Covaris_5"
20807,353,"HA",353,"Covaris_5"
21013,354,"HA",354,"Covaris_5"
21217,355,"HA",355,"Covaris_5"
21092,356,"HA",356,"Covaris_5"
21394,357,"HA",357,"Covaris_5"
21543,358,"HA",358,"Covaris_5"
21651,359,"HA",359,"Covaris_5"
21717,360,"HA",360,"Covaris_5"
21760,361,"HA",361,"Covaris_5"
21740,362,"HA",362,"Covaris_5"
21867,363,"HA",363,"Covaris_5"
21891,364,"HA",364,"Covaris_5"
21981,365,"HA",365,"Covaris_5"
22159,366,"HA",366,"Covaris_5"
22240,367,"HA",367,"Covaris_5"
22396,368,"HA",368,"Covaris_5"
22431,369,"HA",369,"Covaris_5"
22265,370,"HA",370,"Covaris_5"
22667,371,"HA",371,"Covaris_5"
22849,372,"HA",372,"Covaris_5"
22728,373,"HA",373,"Covaris_5"
22842,374,"HA",374,"Covaris_5"
22913,375,"HA",375,"Covaris_5"
23087,376,"HA",376,"Covaris_5"
23232,377,"HA",377,"Covaris_5"
23433,378,"HA",378,"Covaris_5"
23382,379,"HA",379,"Covaris_5"
23523,380,"HA",380,"Covaris_5"
23561,381,"HA",381,"Covaris_5"
23543,382,"HA",382,"Covaris_5"
23530,383,"HA",383,"Covaris_5"
23663,384,"HA",384,"Covaris_5"
23783,385,"HA",385,"Covaris_5"
24071,386,"HA",386,"Covaris_5"
24014,387,"HA",387,"Covaris_5"
23930,388,"HA",388,"Covaris_5"
24007,389,"HA",389,"Covaris_5"
23821,390,"HA",390,"Covaris_5"
24068,391,"HA",391,"Covaris_5"
24246,392,"HA",392,"Covaris_5"
24319,393,"HA",393,"Covaris_5"
24698,394,"HA",394,"Covaris_5"
24707,395,"HA",395,"Covaris_5"
24669,396,"HA",396,"Covaris_5"
24768,397,"HA",397,"Covaris_5"
24771,398,"HA",398,"Covaris_5"
24715,399,"HA",399,"Covaris_5"
24798,400,"HA",400,"Covaris_5"
24818,401,"HA",401,"Covaris_5"
24716,402,"HA",402,"Covaris_5"
25136,403,"HA",403,"Covaris_5"
25223,404,"HA",404,"Covaris_5"
25334,405,"HA",405,"Covaris_5"
25048,406,"HA",406,"Covaris_5"
25409,407,"HA",407,"Covaris_5"
25305,408,"HA",408,"Covaris_5"
25637,409,"HA",409,"Covaris_5"
25727,410,"HA",410,"Covaris_5"
25668,411,"HA",411,"Covaris_5"
26032,412,"HA",412,"Covaris_5"
25953,413,"HA",413,"Covaris_5"
25845,414,"HA",414,"Covaris_5"
25925,415,"HA",415,"Covaris_5"
26201,416,"HA",416,"Covaris_5"
26332,417,"HA",417,"Covaris_5"
26306,418,"HA",418,"Covaris_5"
26394,419,"HA",419,"Covaris_5"
26227,420,"HA",420,"Covaris_5"
26287,421,"HA",421,"Covaris_5"
26449,422,"HA",422,"Covaris_5"
26228,423,"HA",423,"Covaris_5"
26543,424,"HA",424,"Covaris_5"
26885,425,"HA",425,"Covaris_5"
26972,426,"HA",426,"Covaris_5"
27142,427,"HA",427,"Covaris_5"
27247,428,"HA",428,"Covaris_5"
27164,429,"HA",429,"Covaris_5"
27210,430,"HA",430,"Covaris_5"
27396,431,"HA",431,"Covaris_5"
27263,432,"HA",432,"Covaris_5"
27406,433,"HA",433,"Covaris_5"
27140,434,"HA",434,"Covaris_5"
27282,435,"HA",435,"Covaris_5"
27383,436,"HA",436,"Covaris_5"
27617,437,"HA",437,"Covaris_5"
27821,438,"HA",438,"Covaris_5"
27836,439,"HA",439,"Covaris_5"
27810,440,"HA",440,"Covaris_5"
28008,441,"HA",441,"Covaris_5"
28070,442,"HA",442,"Covaris_5"
28171,443,"HA",443,"Covaris_5"
28161,444,"HA",444,"Covaris_5"
28250,445,"HA",445,"Covaris_5"
28195,446,"HA",446,"Covaris_5"
28076,447,"HA",447,"Covaris_5"
28616,448,"HA",448,"Covaris_5"
28580,449,"HA",449,"Covaris_5"
28429,450,"HA",450,"Covaris_5"
28546,451,"HA",451,"Covaris_5"
28463,452,"HA",452,"Covaris_5"
28022,453,"HA",453,"Covaris_5"
28059,454,"HA",454,"Covaris_5"
28297,455,"HA",455,"Covaris_5"
28600,456,"HA",456,"Covaris_5"
28569,457,"HA",457,"Covaris_5"
28409,458,"HA",458,"Covaris_5"
28514,459,"HA",459,"Covaris_5"
28785,460,"HA",460,"Covaris_5"
28919,461,"HA",461,"Covaris_5"
29187,462,"HA",462,"Covaris_5"
29086,463,"HA",463,"Covaris_5"
28920,464,"HA",464,"Covaris_5"
28702,465,"HA",465,"Covaris_5"
29177,466,"HA",466,"Covaris_5"
29311,467,"HA",467,"Covaris_5"
29204,468,"HA",468,"Covaris_5"
28821,469,"HA",469,"Covaris_5"
29073,470,"HA",470,"Covaris_5"
29190,471,"HA",471,"Covaris_5"
29088,472,"HA",472,"Covaris_5"
28806,473,"HA",473,"Covaris_5"
29110,474,"HA",474,"Covaris_5"
28789,475,"HA",475,"Covaris_5"
29443,476,"HA",476,"Covaris_5"
29436,477,"HA",477,"Covaris_5"
29409,478,"HA",478,"Covaris_5"
29367,479,"HA",479,"Covaris_5"
29167,480,"HA",480,"Covaris_5"
29330,481,"HA",481,"Covaris_5"
29485,482,"HA",482,"Covaris_5"
29433,483,"HA",483,"Covaris_5"
29413,484,"HA",484,"Covaris_5"
29728,485,"HA",485,"Covaris_5"
29624,486,"HA",486,"Covaris_5"
29581,487,"HA",487,"Covaris_5"
29556,488,"HA",488,"Covaris_5"
28902,489,"HA",489,"Covaris_5"
29298,490,"HA",490,"Covaris_5"
29702,491,"HA",491,"Covaris_5"
29838,492,"HA",492,"Covaris_5"
29581,493,"HA",493,"Covaris_5"
29689,494,"HA",494,"Covaris_5"
29832,495,"HA",495,"Covaris_5"
29458,496,"HA",496,"Covaris_5"
29808,497,"HA",497,"Covaris_5"
29891,498,"HA",498,"Covaris_5"
29885,499,"HA",499,"Covaris_5"
29908,500,"HA",500,"Covaris_5"
29751,501,"HA",501,"Covaris_5"
30045,502,"HA",502,"Covaris_5"
30277,503,"HA",503,"Covaris_5"
30208,504,"HA",504,"Covaris_5"
30068,505,"HA",505,"Covaris_5"
30099,506,"HA",506,"Covaris_5"
30150,507,"HA",507,"Covaris_5"
30111,508,"HA",508,"Covaris_5"
29141,509,"HA",509,"Covaris_5"
29863,510,"HA",510,"Covaris_5"
30081,511,"HA",511,"Covaris_5"
30324,512,"HA",512,"Covaris_5"
30370,513,"HA",513,"Covaris_5"
30346,514,"HA",514,"Covaris_5"
30391,515,"HA",515,"Covaris_5"
30310,516,"HA",516,"Covaris_5"
30326,517,"HA",517,"Covaris_5"
30278,518,"HA",518,"Covaris_5"
30377,519,"HA",519,"Covaris_5"
30352,520,"HA",520,"Covaris_5"
30034,521,"HA",521,"Covaris_5"
30349,522,"HA",522,"Covaris_5"
30414,523,"HA",523,"Covaris_5"
30387,524,"HA",524,"Covaris_5"
30287,525,"HA",525,"Covaris_5"
30454,526,"HA",526,"Covaris_5"
30613,527,"HA",527,"Covaris_5"
30513,528,"HA",528,"Covaris_5"
30633,529,"HA",529,"Covaris_5"
30545,530,"HA",530,"Covaris_5"
30246,531,"HA",531,"Covaris_5"
30300,532,"HA",532,"Covaris_5"
30609,533,"HA",533,"Covaris_5"
30201,534,"HA",534,"Covaris_5"
30259,535,"HA",535,"Covaris_5"
30564,536,"HA",536,"Covaris_5"
30606,537,"HA",537,"Covaris_5"
28898,538,"HA",538,"Covaris_5"
30128,539,"HA",539,"Covaris_5"
29638,540,"HA",540,"Covaris_5"
30559,541,"HA",541,"Covaris_5"
30386,542,"HA",542,"Covaris_5"
30563,543,"HA",543,"Covaris_5"
30461,544,"HA",544,"Covaris_5"
30176,545,"HA",545,"Covaris_5"
30274,546,"HA",546,"Covaris_5"
30416,547,"HA",547,"Covaris_5"
29913,548,"HA",548,"Covaris_5"
30039,549,"HA",549,"Covaris_5"
30729,550,"HA",550,"Covaris_5"
30891,551,"HA",551,"Covaris_5"
30834,552,"HA",552,"Covaris_5"
30511,553,"HA",553,"Covaris_5"
30448,554,"HA",554,"Covaris_5"
30945,555,"HA",555,"Covaris_5"
31141,556,"HA",556,"Covaris_5"
31153,557,"HA",557,"Covaris_5"
31126,558,"HA",558,"Covaris_5"
31079,559,"HA",559,"Covaris_5"
30878,560,"HA",560,"Covaris_5"
30928,561,"HA",561,"Covaris_5"
31132,562,"HA",562,"Covaris_5"
31353,563,"HA",563,"Covaris_5"
31127,564,"HA",564,"Covaris_5"
31404,565,"HA",565,"Covaris_5"
31530,566,"HA",566,"Covaris_5"
31609,567,"HA",567,"Covaris_5"
31533,568,"HA",568,"Covaris_5"
31107,569,"HA",569,"Covaris_5"
31507,570,"HA",570,"Covaris_5"
31373,571,"HA",571,"Covaris_5"
31643,572,"HA",572,"Covaris_5"
31867,573,"HA",573,"Covaris_5"
31780,574,"HA",574,"Covaris_5"
31642,575,"HA",575,"Covaris_5"
31726,576,"HA",576,"Covaris_5"
30970,577,"HA",577,"Covaris_5"
31429,578,"HA",578,"Covaris_5"
31435,579,"HA",579,"Covaris_5"
31632,580,"HA",580,"Covaris_5"
31450,581,"HA",581,"Covaris_5"
31713,582,"HA",582,"Covaris_5"
31966,583,"HA",583,"Covaris_5"
31889,584,"HA",584,"Covaris_5"
31973,585,"HA",585,"Covaris_5"
32005,586,"HA",586,"Covaris_5"
31745,587,"HA",587,"Covaris_5"
31615,588,"HA",588,"Covaris_5"
31826,589,"HA",589,"Covaris_5"
31901,590,"HA",590,"Covaris_5"
31848,591,"HA",591,"Covaris_5"
32128,592,"HA",592,"Covaris_5"
32095,593,"HA",593,"Covaris_5"
31766,594,"HA",594,"Covaris_5"
32235,595,"HA",595,"Covaris_5"
32154,596,"HA",596,"Covaris_5"
31918,597,"HA",597,"Covaris_5"
30220,598,"HA",598,"Covaris_5"
31396,599,"HA",599,"Covaris_5"
31842,600,"HA",600,"Covaris_5"
31798,601,"HA",601,"Covaris_5"
32249,602,"HA",602,"Covaris_5"
32205,603,"HA",603,"Covaris_5"
31659,604,"HA",604,"Covaris_5"
31866,605,"HA",605,"Covaris_5"
31968,606,"HA",606,"Covaris_5"
31827,607,"HA",607,"Covaris_5"
32072,608,"HA",608,"Covaris_5"
31476,609,"HA",609,"Covaris_5"
31744,610,"HA",610,"Covaris_5"
31912,611,"HA",611,"Covaris_5"
31602,612,"HA",612,"Covaris_5"
31917,613,"HA",613,"Covaris_5"
29734,614,"HA",614,"Covaris_5"
31557,615,"HA",615,"Covaris_5"
31972,616,"HA",616,"Covaris_5"
32259,617,"HA",617,"Covaris_5"
32128,618,"HA",618,"Covaris_5"
32174,619,"HA",619,"Covaris_5"
31784,620,"HA",620,"Covaris_5"
31855,621,"HA",621,"Covaris_5"
31372,622,"HA",622,"Covaris_5"
31751,623,"HA",623,"Covaris_5"
31707,624,"HA",624,"Covaris_5"
31869,625,"HA",625,"Covaris_5"
31936,626,"HA",626,"Covaris_5"
31485,627,"HA",627,"Covaris_5"
31622,628,"HA",628,"Covaris_5"
32021,629,"HA",629,"Covaris_5"
32122,630,"HA",630,"Covaris_5"
32189,631,"HA",631,"Covaris_5"
32180,632,"HA",632,"Covaris_5"
32273,633,"HA",633,"Covaris_5"
32439,634,"HA",634,"Covaris_5"
31644,635,"HA",635,"Covaris_5"
32316,636,"HA",636,"Covaris_5"
32381,637,"HA",637,"Covaris_5"
32306,638,"HA",638,"Covaris_5"
32357,639,"HA",639,"Covaris_5"
32229,640,"HA",640,"Covaris_5"
32442,641,"HA",641,"Covaris_5"
32239,642,"HA",642,"Covaris_5"
32448,643,"HA",643,"Covaris_5"
32321,644,"HA",644,"Covaris_5"
32209,645,"HA",645,"Covaris_5"
32349,646,"HA",646,"Covaris_5"
32336,647,"HA",647,"Covaris_5"
32285,648,"HA",648,"Covaris_5"
32248,649,"HA",649,"Covaris_5"
31895,650,"HA",650,"Covaris_5"
32039,651,"HA",651,"Covaris_5"
31555,652,"HA",652,"Covaris_5"
32263,653,"HA",653,"Covaris_5"
32288,654,"HA",654,"Covaris_5"
32415,655,"HA",655,"Covaris_5"
32190,656,"HA",656,"Covaris_5"
32417,657,"HA",657,"Covaris_5"
32386,658,"HA",658,"Covaris_5"
32386,659,"HA",659,"Covaris_5"
32451,660,"HA",660,"Covaris_5"
32474,661,"HA",661,"Covaris_5"
32456,662,"HA",662,"Covaris_5"
32550,663,"HA",663,"Covaris_5"
32539,664,"HA",664,"Covaris_5"
32554,665,"HA",665,"Covaris_5"
32575,666,"HA",666,"Covaris_5"
32533,667,"HA",667,"Covaris_5"
32376,668,"HA",668,"Covaris_5"
32329,669,"HA",669,"Covaris_5"
32305,670,"HA",670,"Covaris_5"
32415,671,"HA",671,"Covaris_5"
32539,672,"HA",672,"Covaris_5"
32590,673,"HA",673,"Covaris_5"
32349,674,"HA",674,"Covaris_5"
32429,675,"HA",675,"Covaris_5"
31900,676,"HA",676,"Covaris_5"
31926,677,"HA",677,"Covaris_5"
31532,678,"HA",678,"Covaris_5"
32141,679,"HA",679,"Covaris_5"
32116,680,"HA",680,"Covaris_5"
32413,681,"HA",681,"Covaris_5"
31994,682,"HA",682,"Covaris_5"
32194,683,"HA",683,"Covaris_5"
32246,684,"HA",684,"Covaris_5"
31619,685,"HA",685,"Covaris_5"
32098,686,"HA",686,"Covaris_5"
32117,687,"HA",687,"Covaris_5"
32217,688,"HA",688,"Covaris_5"
32094,689,"HA",689,"Covaris_5"
32199,690,"HA",690,"Covaris_5"
32357,691,"HA",691,"Covaris_5"
32375,692,"HA",692,"Covaris_5"
32346,693,"HA",693,"Covaris_5"
32162,694,"HA",694,"Covaris_5"
32066,695,"HA",695,"Covaris_5"
32270,696,"HA",696,"Covaris_5"
32382,697,"HA",697,"Covaris_5"
32230,698,"HA",698,"Covaris_5"
